variance;skewness;curtosis;entropy;class
0.4283;-0.94981;-10.731;0.3211;1
15.904;22.121;-31.183;-0.11725;1
17.425;36.833;-40.129;-17.207;1
-0.23356;32.405;-30.669;-27.784;1
-36.227;39.958;-0.35845;-39.047;1
-61.536;79.295;0.61663;-32.646;1
-39.172;26.652;0.78886;-0.7819;1
-22.214;-0.23798;0.56008;0.05602;1
-0.49241;0.89392;-16.283;-0.56854;1
0.26517;24.066;-28.416;-0.59958;1
-0.10234;18.189;-22.169;-0.56725;1
-16.176;10.926;-0.35502;-0.59958;1
-18.448;1.254;0.27218;-10.728;1
-12.786;-24.087;45.735;0.47627;1
-2.902;-76.563;118.318;-0.84268;1
-43.773;-55.167;10.939;-0.4082;1
-20.529;38.385;-0.79544;-12.138;1
0.18868;0.70148;-0.51182;0.0055892;1
-17.279;-6.841;89.494;0.68058;1
-33.793;-137.731;179.274;-20.323;1
-31.273;-71.121;113.897;-0.083634;1
-2.121;-0.05588;1.949;1.353;1
-17.697;34.329;-12.144;-23.789;1
-0.0012852;0.13863;-0.19651;0.0081754;1
-1.682;-68.121;71.398;13.323;1
-34.917;-121.736;143.689;-0.61639;1
-31.158;-86.289;104.403;0.97153;1
-20.891;-0.48422;1.704;17.435;1
-16.936;27.852;-21.835;-19.276;1
-12.846;32.715;-17.671;-32.608;1
-0.092194;0.39315;-0.32846;-0.13794;1
-10.292;-63.879;55.255;0.79955;1
-22.083;-91.069;89.991;-0.28406;1
-10.744;-63.113;5.355;0.80472;1
-0.51003;-0.23591;0.020273;0.76334;1
-0.36372;30.439;-34.816;-27.836;1
-63.979;64.479;10.836;-66.176;1
-22.501;33.129;-0.88369;-28.974;1
-11.859;-12.519;22.635;0.77239;1
-18.076;-88.131;87.086;-0.21682;1
-33.863;-129.889;130.545;-27.202;1
-14.106;-7.108;56.454;0.31335;1
-0.21394;-0.68287;0.096532;11.965;1
0.48797;35.674;-43.882;-38.116;1
-38.167;51.401;-0.65063;-54.306;1
-19.555;0.20692;12.473;-0.3707;1
-21.786;-64.479;60.344;-0.20777;1
-23.299;-99.532;84.756;-18.733;1
0.0031201;-40.061;17.956;0.91722;1
13.518;10.595;-23.437;0.39998;1
12.309;38.923;-48.277;-40.069;1
-50.301;75.032;-0.13396;-75.034;1
-30.799;0.60836;27.039;-0.23751;1
-22.987;-5.227;May.63;0.91722;1
-1.239;-6.541;48.151;-0.033204;1
0.75896;0.29176;-16.506;0.83834;1
16.799;42.068;-45.398;-23.931;1
0.63655;52.022;-52.159;-61.211;1
-60.598;92.952;-0.43642;-63.694;1
-3.518;28.763;0.1548;-12.086;1
-20.336;-14.092;11.582;0.36507;1
-0.69745;-17.672;-0.34474;-0.12372;1
0.75108;19.161;-31.098;-0.20518;1
0.84546;34.826;-36.307;-13.961;1
-0.55648;32.136;-33.085;-27.965;1
-36.817;32.239;-0.69347;-34.004;1
-67.526;88.172;-0.061983;-3.725;1
-4.577;34.515;0.66719;-0.94742;1
-29.883;0.31245;0.45041;0.068951;1
-14.781;0.14277;-11.622;-0.48579;1
-0.46651;23.383;-29.812;-10.431;1
-0.8734;16.533;-21.964;-0.78061;1
-21.234;11.815;-0.55552;-0.81165;1
-23.142;20.838;-0.46813;-16.767;1
-14.233;-0.98912;23.586;0.39481;1
-30.866;-66.362;105.405;-0.89182;1
-47.331;-61.789;11.388;-10.741;1
-28.829;38.964;-0.1888;-11.672;1
-0.036127;1.525;-14.089;-0.76121;1
-17.104;-4.778;62.109;0.3974;1
-38.203;-130.551;169.583;-23.052;1
-37.181;-85.089;12.363;-0.95518;1
-2.899;-0.60424;26.045;13.776;1
-0.98193;27.956;-12.341;-15.668;1
-0.17296;-11.816;13.818;0.7336;1
-19.409;-86.848;9.155;0.94049;1
-35.713;-124.922;148.881;-0.47027;1
-29.915;-66.258;86.521;18.198;1
-18.483;0.31038;0.77344;14.189;1
-22.677;32.964;-22.563;-24.642;1
-0.50816;2.868;-18.108;-22.612;1
0.14329;-10.885;10.039;0.48791;1
-0.90784;-79.026;67.807;0.34179;1
-20.042;-93.676;93.333;-0.10303;1
-0.93587;-51.008;45.367;13.866;1
-0.40804;0.54214;-0.52725;0.6586;1
-0.8172;33.812;-36.684;-3.456;1
-48.392;66.755;-0.24278;-65.775;1
-12.792;21.376;-0.47584;-13.974;1
-0.66008;-3.226;38.058;11.836;1
-17.713;-107.665;102.184;-10.043;1
-30.061;-122.377;119.552;-21.603;1
-11.022;-58.395;45.641;0.68705;1
0.11806;0.39108;-0.98223;0.42843;1
0.11686;3.735;-44.379;-43.741;1
-27.264;39.213;-0.49212;-36.371;1
-12.369;-16.906;2.518;0.51636;1
-18.439;-86.475;76.796;-0.66682;1
-18.554;-96.035;77.764;-0.97716;1
0.16358;-33.584;13.749;13.569;1
15.077;19.596;-30.584;-0.12243;1
0.67886;41.199;-4.569;-41.414;1
-39.934;58.333;0.54723;-49.379;1
-23.898;-0.78427;30.141;0.76205;1
-17.976;-67.686;66.753;0.89912;1
-0.70867;-55.602;40.483;0.903;1
10.194;11.029;-2.3;0.59395;1
17.875;Nis.78;-51.362;-32.362;1
0.27331;48.773;-49.194;-58.198;1
-51.661;80.433;0.044265;-44.983;1
-27.028;16.327;0.83598;-0.091393;1
-14.904;-22.183;16.054;0.89394;1
-0.014902;-10.243;-0.94024;0.64955;1
0.88992;22.638;-31.046;-0.11855;1
10.637;36.957;-41.594;-19.379;1
-0.8471;31.329;-30.112;-29.388;1
-39.594;40.289;-0.35845;-38.957;1
-58.818;76.584;0.5558;-29.155;1
-37.747;25.162;0.83341;-0.30993;1
-24.198;-0.24418;0.70146;0.41809;1
-0.83535;0.80494;-16.411;-0.19225;1
-0.30432;26.528;-27.756;-0.65647;1
-0.60254;17.237;-21.501;-0.77027;1
-21.059;11.815;-0.53324;-0.82716;1
-20.441;12.271;0.18564;-1.091;1
-15.621;-22.121;42.591;0.27972;1
-32.305;-72.135;116.433;-0.94613;1
-48.426;-49.932;104.052;-0.53104;1
-23.147;36.668;-0.6969;-12.474;1
-0.11716;0.60422;-0.38587;-0.059065;1
-20.066;-6.719;90.162;0.099985;1
-36.961;-136.779;175.795;-26.181;1
-36.012;-65.389;105.234;-0.48967;1
-26.286;0.18002;17.956;0.97282;1
-0.82601;29.611;-12.864;-14.647;1
0.31803;-0.99326;10.947;0.88619;1
-14.454;-84.385;88.483;0.96894;1
-31.423;-130.365;156.773;-0.66165;1
-25.373;-6.959;88.054;15.289;1
-1.366;0.18416;0.90539;15.806;1
-17.064;33.088;-22.829;-21.978;1
-0.41965;29.094;-17.859;-22.069;1
0.37637;-0.82358;0.78543;0.74524;1
-0.55355;-79.233;67.156;0.74394;1
-16.001;-95.828;94.044;0.081882;1
-0.37013;-5.554;47.749;1.547;1
0.12126;0.22347;-0.47327;0.97024;1
-0.27068;32.674;-35.562;-30.888;1
-5.119;66.486;-0.049987;-65.206;1
-13.946;23.134;-0.44499;-14.905;1
-0.69879;-33.771;41.211;15.043;1
-1.48;-105.244;99.176;-0.5026;1
-26.649;-12.813;126.689;-19.082;1
-0.62684;-6.301;47.843;1.106;1
0.518;0.25865;-0.84085;0.96118;1
0.64376;3.764;-44.738;-40.483;1
-29.821;41.986;-0.5898;-39.642;1
-14.628;-15.706;24.357;0.49826;1
-17.101;-87.903;79.735;-0.45475;1
-15.572;-98.808;81.088;-10.806;1
0.74428;-37.723;16.131;15.754;1
20.177;17.982;-29.581;0.2099;1
1.164;3.913;-45.544;-38.672;1
-43.667;60.692;0.57208;-54.668;1
-25.919;-10.553;38.949;0.77757;1
-18.046;-68.141;67.019;11.681;1
-0.71868;-57.154;38.298;10.233;1
14.378;0.66837;-20.267;10.271;1
21.943;45.503;-4.976;-27.254;1
0.7376;48.525;-47.986;-56.659;1
-5.637;81.261;0.13081;-50.142;1
-30.193;17.775;0.73745;-0.45346;1
-16.706;-2.09;1.584;0.71162;1
-0.1269;-11.505;-0.95138;0.57843;1
12.198;20.982;-31.954;0.12843;1
14.501;36.067;-40.557;-15.966;1
-0.40857;30.977;-29.607;-26.892;1
-38.952;38.157;-0.31304;-38.194;1
-63.679;80.102;0.4247;-32.207;1
-41.429;27.749;0.68261;-0.71984;1
-26.864;-0.097265;0.61663;0.061192;1
-10.555;0.79459;-16.968;-0.46768;1
-0.29858;24.769;-29.512;-0.66165;1
-0.49948;17.734;-22.469;-0.68104;1
-19.881;0.99945;-0.28562;-0.70044;1
-19.389;15.706;0.045979;-1.122;1
-14.375;-18.624;4.026;0.55127;1
-31.875;-75.756;118.678;-0.57889;1
-46.765;-56.636;10.969;-0.33449;1
-20.285;38.468;-0.63435;-1.175;1
0.26637;0.73252;-0.67891;0.03533;1
-17.589;-64.624;84.773;0.31981;1
-35.985;-136.593;176.052;-24.927;1
-33.582;-72.404;114.419;-0.57113;1
-23.629;-0.10554;19.336;11.358;1
-21.802;33.791;-12.256;-26.621;1
-0.40951;-0.15521;0.060545;-0.088807;1
-22.918;-7.257;79.597;0.9211;1
-40.214;-128.006;156.199;-0.95647;1
-33.884;-8.215;103.315;0.98187;1
-20.046;-0.49457;1.333;16.543;1
-17.063;27.956;-2.378;-23.491;1
-16.386;33.584;-17.302;-35.646;1
-0.41645;0.32487;-0.33617;-0.36036;1
-15.877;-66.072;58.022;0.31593;1
-25.961;-9.349;97.942;-0.28018;1
-15.228;-64.789;57.568;0.87325;1
-0.53072;-0.097265;-0.21793;10.426;1
-0.49081;28.452;-36.436;-31.004;1
-65.773;68.017;0.85483;-75.344;1
-24.621;27.645;-0.62578;-28.573;1
-13.995;-19.162;25.154;0.59912;1
-23.221;-93.304;9.233;-0.79871;1
-3.73;-129.723;129.817;-2.684;1
-16.988;-71.163;57.902;0.16723;1
-0.26654;-0.64562;-0.42014;0.89136;1
0.33325;33.108;-45.081;-4.012;1
-42.091;47.283;-0.49126;-52.159;1
-23.142;-0.68494;19.833;-0.44829;1
-24.835;-74.494;68.964;-0.64484;1
-27.611;-105.099;90.239;-19.547;1
-0.36025;-4.449;21.067;0.94308;1
10.117;0.9022;-23.506;0.42714;1
0.96708;38.426;-49.314;-41.323;1
-52.049;7.259;0.070827;-73.004;1
-33.203;-0.02691;29.618;-0.44958;1
-2.565;-57.899;60.122;0.046968;1
-15.951;-6.572;47.689;-0.94354;1
0.7049;0.17174;-17.859;0.36119;1
17.331;39.544;-47.412;-25.017;1
0.6818;48.504;-52.133;-61.043;1
-63.364;92.848;0.014275;-67.844;1
-38.053;24.273;0.6809;-10.871;1
-21.979;-21.252;17.151;0.45171;1
-0.87874;-22.121;-0.051701;0.099985;1
0.74067;17.299;-31.963;-0.1457;1
0.98296;34.226;-39.692;-17.116;1
-0.3489;31.929;-34.054;-31.832;1
-38.552;35.219;-0.38415;-38.608;1
-69.599;89.931;0.2182;-4.572;1
-47.462;31.205;1.075;-12.966;1
-32.051;-0.14279;0.97565;0.045675;1
-17.549;-0.080711;-0.75774;-0.3707;1
-0.59587;24.811;-28.673;-0.89828;1
-0.89542;20.279;-23.652;-12.746;1
-20.754;12.767;-0.64206;-12.642;1
-32.778;18.023;0.1805;-23.931;1
-22.183;-1.254;29.986;0.36378;1
-35.895;-6.572;105.251;-0.16381;1
-50.477;-58.023;11.244;-0.3901;1
-35.741;3.944;-0.07912;-21.203;1
-0.7351;17.361;-14.938;-11.582;1
-22.617;-47.428;63.489;0.11162;1
-4.244;-130.634;171.116;-28.017;1
-40.218;-8.304;12.555;-15.099;1
-30.201;-0.67253;27.056;0.85774;1
-24.941;35.447;-13.721;-28.483;1
-0.83121;0.039307;0.05369;-0.23105;1
-25.665;-68.824;75.416;0.70774;1
-44.018;-129.371;156.559;-16.806;1
-37.573;-82.916;103.032;0.38059;1
-24.725;-0.40145;14.855;11.189;1
-19.725;28.825;-23.086;-23.724;1
-20.149;36.874;-19.385;-38.918;1
-0.82053;0.65181;-0.48869;-0.52716;1
-17.886;-63.486;56.154;0.42584;1
-29.138;-94.711;97.668;-0.60216;1
-18.343;-65.907;56.429;0.54998;1
-0.8734;-0.033118;-0.20165;0.55774;1
-0.70346;2.957;-35.947;-31.457;1
-67.387;69.879;0.67833;-75.887;1
-27.723;32.777;-0.9351;-31.457;1
-16.641;-13.678;1.997;0.52283;1
-24.349;-92.497;89.922;-0.50001;1
-3.793;-127.095;127.957;-2.825;1
-19.551;-69.756;55.383;-0.12889;1
-0.69078;-0.50077;-0.35417;0.47498;1
0.025013;33.998;-44.327;-42.655;1
-43.967;49.601;-0.64892;-54.719;1
-2.456;-0.24418;14.041;-0.45863;1
-2.62;-68.555;62.169;-0.62285;1
-29.662;-103.257;8.784;-21.138;1
-0.71494;-44.448;22.241;0.49826;1
0.6005;0.99945;-22.126;0.097399;1
0.61652;38.944;-47.275;-43.948;1
-54.414;72.363;0.10938;-75.642;1
-35.798;0.45937;23.457;-0.45734;1
-27.769;-56.967;59.179;0.37671;1
-18.356;-67.562;50.585;-0.55044;1
0.30081;0.17381;-17.542;0.48921;1
13.403;41.323;-47.018;-25.987;1
0.26877;4.987;-51.508;-63.913;1
-65.235;96.014;-0.25392;-69.642;1
-40.679;24.955;0.79571;-11.039;1
-2.564;-17.051;15.026;0.32757;1
-13.414;-19.162;-0.15538;-0.11984;1
0.23874;20.879;-33.522;-0.66553;1
0.6212;36.771;-40.771;-20.711;1
-0.77848;34.019;-34.859;-35.569;1
-41.244;37.909;-0.6532;-41.802;1
-70.421;9.�ub;0.25933;-46.832;1
-49.462;35.716;0.82742;-14.957;1
-35.359;0.30417;0.6569;-0.2957;1
-20.662;0.16967;-10.054;-0.82975;1
-0.88728;2.808;-31.432;-12.035;1
-10.941;23.072;-25.237;-14.453;1
-24.458;16.285;-0.88541;-14.802;1
-3.551;18.955;0.1865;-24.409;1
-22.811;-0.85669;27.185;0.044382;1
-36.053;-5.974;100.916;-0.82846;1
-50.676;-51.877;104.266;-0.86725;1
-39.204;40.723;-0.23678;-21.151;1
-11.306;18.458;-13.575;-13.806;1
-24.561;-45.566;64.534;-0.056479;1
-44.775;-130.303;170.834;-30.345;1
-41.958;-81.819;121.291;-16.017;1
-3.38;-0.7077;25.325;0.71808;1
-24.365;36.026;-14.166;-28.948;1
-0.77688;0.13036;-0.031137;-0.35389;1
-27.083;-68.266;75.339;0.59007;1
-45.531;-125.854;154.417;-14.983;1
-38.894;-78.322;98.208;0.47498;1
-25.084;-0.22763;1.488;12.069;1
-21.652;30.211;-24.132;-24.241;1
-18.974;35.074;-17.842;-38.491;1
-0.62043;0.5587;-0.38587;-0.66423;1
-18.387;-6.301;56.506;0.19567;1
-3;-91.566;95.766;-0.73018;1
-19.116;-61.603;5.606;0.48533;1
-1.005;0.084831;-0.2462;0.45688;1
-0.87834;3.257;-36.778;-32.944;1
-6.651;67.934;0.68604;-75.887;1
-25.463;31.101;-0.83228;-30.358;1
-14.377;-1.432;21.144;0.42067;1
-24.554;-90.407;8.862;-0.86983;1
-39.411;-128.792;130.597;-33.125;1
-21.241;-68.969;55.992;-0.47156;1
-0.74324;-0.32902;-0.42785;0.23317;1
-0.071503;37.412;-45.415;-42.526;1
-42.333;49.166;-0.49212;-53.207;1
-23.675;-0.43663;1.692;-0.43018;1
-25.526;-73.625;69.255;-0.66811;1
-30.986;-104.602;89.717;-23.427;1
-0.89809;-44.862;22.009;0.50731;1
0.56232;10.015;-22.726;-0.0060486;1
0.53936;38.944;-48.166;-43.418;1
-53.012;73.915;0.029699;-73.987;1
-33.553;0.35591;26.473;-0.37846;1
-27.908;-57.133;5.953;0.45946;1
-19.983;-66.072;48.254;-0.41984;1
0.15423;0.11794;-16.823;0.59524;1
1.208;40.744;-47.635;-26.129;1
0.2952;48.856;-5.149;-62.323;1
-64.247;95.311;0.022844;-68.517;1
-39.933;26.218;0.62863;-11.595;1
-2.659;-16.058;13.647;0.16464;1
-14.094;-21.252;-0.10397;-0.19225;1
0.11032;19.741;-33.668;-0.65259;1
0.52374;3.644;-40.746;-19.909;1
-0.76794;34.598;-34.405;-34.276;1
-39.698;36.812;-0.60008;-40.133;1
-70.364;92.931;0.16594;-45.396;1
-49.447;33.005;1.063;-1.444;1
-35.933;0.22968;0.7126;-0.3332;1
-21.674;0.12415;-10.465;-0.86208;1
-0.9607;26.963;-31.226;-13.121;1
-10.802;21.996;-25.862;-12.759;1
-23.277;14.381;-0.82114;-12.862;1
-37.244;19.037;-0.035421;-25.095;1
-25.724;-0.95602;27.073;-0.16639;1
-39.297;-60.816;100.958;-10.147;1
-52.943;-51.463;103.332;-11.181;1
-38.953;40.392;-0.3019;-21.836;1
-12.244;17.485;-14.801;-14.181;1
-26.406;-44.159;5.983;-0.13924;1
-46.338;-127.509;167.166;-32.168;1
-42.887;-78.633;118.387;-18.978;1
-33.458;-0.50491;26.328;0.53705;1
-11.188;33.357;-13.455;-19.573;1
0.55939;-0.3104;0.18307;0.44653;1
-15.078;-73.191;78.981;12.289;1
-3.506;-125.667;151.606;-0.75216;1
-29.498;-8.273;102.646;11.629;1
-16.029;-0.38903;Oca.62;19.103;1
-12.667;28.183;-2.426;-18.862;1
-0.49281;30.605;-18.356;-2.834;1
0.66365;-0.045533;-0.18794;0.23447;1
-0.72068;-67.583;58.408;0.62369;1
-19.966;-95.001;9.682;-0.12889;1
-0.97325;-64.168;56.026;10.323;1
-0.025314;-0.17383;-0.11339;12.198;1
0.062525;29.301;-35.467;-26.737;1
-5.525;63.258;0.89768;-66.241;1
-12.943;26.735;-0.84085;-20.323;1
-0.24037;-17.837;2.135;12.418;1
-13.968;-96.698;94.652;-0.34872;1
-29.672;-132.869;134.727;-26.271;1
-11.005;-72.508;60.139;0.36895;1
0.22432;-0.52147;-0.40386;12.017;1
0.90407;33.708;-44.987;-36.965;1
-28.619;45.193;-0.58123;-42.629;1
-10.833;-0.31247;12.815;0.41291;1
-15.681;-72.446;65.537;-0.1276;1
-20.545;-108.679;94.926;-14.116;1
0.2346;-45.152;21.195;14.448;1
1.581;0.86909;-23.138;0.82412;1
15.514;38.013;-49.143;-37.483;1
-41.479;71.225;-0.083404;-64.172;1
-22.625;-0.099335;28.127;0.48662;1
-17.479;-5.823;58.699;1.212;1
-0.95923;-67.128;49.857;0.32886;1
13.451;0.23589;-18.785;13.258;1
22.279;40.951;-48.037;-21.112;1
12.572;48.731;-52.861;-58.741;1
-53.857;91.214;-0.41929;-59.181;1
-29.786;23.445;0.52667;-0.40173;1
-15.851;-21.562;17.082;0.9017;1
-0.21888;-22.038;-0.0954;0.56421;1
13.183;19.017;-33.111;0.065071;1
14.896;34.288;-40.309;-14.259;1
0.11592;32.219;-34.302;-28.457;1
-33.924;33.564;-0.72004;-35.233;1
-61.632;87.096;-0.21621;-36.345;1
-40.786;29.239;0.87026;-0.65389;1
-25.899;-0.3911;0.93452;0.42972;1
-10.116;-0.19038;-0.90597;0.003003;1
0.066129;24.914;-29.401;-0.62156;1
-0.24745;19.368;-24.697;-0.80518;1
-15.732;10.636;-0.71232;-0.8388;1
-21.668;15.933;0.045122;-1.678;1
-11.667;-14.237;29.241;0.66119;1
-28.391;-6.63;104.849;-0.42113;1
-45.046;-58.126;108.867;-0.52846;1
-2.41;37.433;-0.40215;-12.953;1
0.40614;13.492;-14.501;-0.55949;1
-13.887;-48.773;64.774;0.34179;1
-37.503;-134.586;175.932;-27.771;1
-35.637;-83.827;12.393;-12.823;1
-25.419;-0.65804;26.842;11.952;1
